// <0000> 小鳥
<0373> 瑚太朗

// <0374> 「…そういうことらしい。頼む」
<0374> 「…そういうことらしい。頼む」

// <0375> 瑚太朗
<0375> 瑚太朗

// <0376> 「そうだな、小鳥は篝を守ってくれ。たぶんそれが一番能力が補正される」
<0376> 「そうだな、小鳥は篝を守ってくれ。たぶんそれが一番能力が補正される」

// <0377> 小鳥
<0377> 小鳥

// <0378> 「うん」
<0378> 「うん」

// <0379> 瑚太朗
<0379> 瑚太朗

// <0380> 「ペロなんだけど…うまく再現できなかった。これも代理を用意した」
<0380> 「ペロなんだけど…うまく再現できなかった。これも代理を用意した」

// <0381> 瑚太朗
<0381> 瑚太朗

// <0382> 「ちびもすほど完璧なものではないが…カモン」
<0382> 「ちびもすほど完璧なものではないが…カモン」

// <0383> 隙のない足取りで出てきたのは、二頭の小型マンモスだ。
<0383> 隙のない足取りで出てきたのは、二頭の小型マンモスだ。

// <0384> 小鳥
<0384> 小鳥

// <0385> 「わお」
<0385> 「わお」

// <0386> 小鳥は魔物に手を触れる。
<0386> 小鳥は魔物に手を触れる。

// <0387> 契約しながら情報をさっと引き出す。
<0387> 契約しながら情報をさっと引き出す。

// <0388> 鮮やかな手並み。
<0388> 鮮やかな手並み。

// <0389> 小鳥
<0389> 小鳥

// <0390> 「そう。ディーマと、リューバっていうんだね」
<0390> 「そう。ディーマと、リューバっていうんだね」

// <0391> 瑚太朗
<0391> 瑚太朗

// <0392> 「使えそうか？」
<0392> 「使えそうか？」

// <0393> 小鳥
<0393> 小鳥

// <0394> 「うん。大丈夫」
<0394> 「うん。大丈夫」

// <0395> 戦力面では、二匹あわせてもちびもす一頭に満たないだろう。
<0395> 戦力面では、二匹あわせてもちびもす一頭に満たないだろう。

// <0396> 守りに徹してもらうことにした。
<0396> 守りに徹してもらうことにした。

// <0397> 瑚太朗
<0397> 瑚太朗

// <0398> 「朱音さんには物見鳥がそのまま再現できたよ」
<0398> 「朱音さんには物見鳥がそのまま再現できたよ」

// <0399> 艶やかな配色のリーフバードが、朱音の肩に降り立つ。
<0399> 艶やかな配色のリーフバードが、朱音の肩に降り立つ。

// <0400> 朱音
<0400> 朱音

// <0401> 「使わせてもらうわ」
<0401> 「使わせてもらうわ」

// <0402> ちなみに俺も、この物見鳥の視覚（ビジョン）は参照できるように契約してある。
<0402> ちなみに俺も、この物見鳥の視覚（ビジョン）は参照できるように契約してある。

// <0403> 力は大きくないが、連絡や監視カメラには十分使えるはずだ。
<0403> 力は大きくないが、連絡や監視カメラには十分使えるはずだ。

// <0404> 瑚太朗
<0404> 瑚太朗

// <0405> 「ルチアと静流は、武器はこれ使ってくれ」
<0405> 「ルチアと静流は、武器はこれ使ってくれ」

// <0406> 俺が用意したのは、命で薄くコーティングしたナイフや槍だ。
<0406> 俺が用意したのは、命で薄くコーティングしたナイフや槍だ。

// <0407> 魔物に対しては効果が上がる。
<0407> 魔物に対しては効果が上がる。

// <0408> ルチア
<0408> ルチア

// <0409> 「出来たら、得物は刀がいいな」
<0409> 「出来たら、得物は刀がいいな」

// <0410> 瑚太朗
<0410> 瑚太朗

// <0411> 「わかった。それならすぐ作れる」
<0411> 「わかった。それならすぐ作れる」

// <0412> 瑚太朗
<0412> 瑚太朗

// <0413> 「銃みたいな複雑なものは用意できなかった…悪いがこれでやってくれ」
<0413> 「銃みたいな複雑なものは用意できなかった…悪いがこれでやってくれ」

// <0414> ルチア
<0414> ルチア

// <0415> 「問題ない。体が資本だ」
<0415> 「問題ない。体が資本だ」

// <0416> 静流
<0416> 静流

// <0417> 「へーき」
<0417> 「へーき」

// <0418> 瑚太朗
<0418> 瑚太朗

// <0419> 「朱音さん、司令塔頼む。俺とルチアと静流は前衛（フォワード）。接近してきた敵を叩く。網を漏れたものはバックスの小鳥とちはやがカバーしてくれ」
<0419> 「朱音さん、司令塔頼む。俺とルチアと静流は前衛（フォワード）。接近してきた敵を叩く。網を漏れたものはバックスの小鳥とちはやがカバーしてくれ」

// <0420> 物見鳥が飛び立つ。
<0420> 物見鳥が飛び立つ。

// <0421> それに続くように前衛の二人がわきまえた動きで、素早く他方に散った。
<0421> それに続くように前衛の二人がわきまえた動きで、素早く他方に散った。

// <0422> ちはや
<0422> ちはや

// <0423> 「私たちはここでいいんですか？」
<0423> 「私たちはここでいいんですか？」

// <0424> 瑚太朗
<0424> 瑚太朗

// <0425> 「ああ、篝を守ってくれ」
<0425> 「ああ、篝を守ってくれ」

// <0426> 小鳥
<0426> 小鳥

// <0427> 「あの、力の密集してるあたりだね」
<0427> 「あの、力の密集してるあたりだね」

// <0428> 敵の接近が感じられた。
<0428> 敵の接近が感じられた。

// <0429> しかしこの魔物は前回の…
<0429> しかしこの魔物は前回の…

// <0430> 瑚太朗
<0430> 瑚太朗

// <0431> （…ひとりふたり、死ぬかもな）
<0431> （…ひとりふたり、死ぬかもな）

// <0432> 移動速度がバイク並の魔物部隊。
<0432> 移動速度がバイク並の魔物部隊。

// <0433> あの恐竜型だと思われた。
<0433> あの恐竜型だと思われた。

// <0434> …だが臆するな。
<0434> …だが臆するな。

// <0435> 念じながら、神秘の力を引き抜いた。
<0435> 念じながら、神秘の力を引き抜いた。

// <0436> 瑚太朗
<0436> 瑚太朗

// <0437> 「…く」
<0437> 「…く」

// <0438> 倒した…
<0438> 倒した…

// <0439> デイノニクス型を一頭。
<0439> デイノニクス型を一頭。

// <0440> 真正面からやりあうと、全力をもってかろうじて倒せるほどの強さだった。
<0440> 真正面からやりあうと、全力をもってかろうじて倒せるほどの強さだった。

// <0441> 瑚太朗
<0441> 瑚太朗

// <0442> 「…きっつ。死ぬかと思った」
<0442> 「…きっつ。死ぬかと思った」

// <0443> 気が疲れる。
<0443> 気が疲れる。

// <0444> ここは現世ではないから、回復は見かけだけのものだ。
<0444> ここは現世ではないから、回復は見かけだけのものだ。

// <0445> 傷はふさがるが、失われた生命力は戻らない。
<0445> 傷はふさがるが、失われた生命力は戻らない。

// <0446> 出血死などの現実的なダメージはあまり気にしないでいいが、活力はきっちり失われる。
<0446> 出血死などの現実的なダメージはあまり気にしないでいいが、活力はきっちり失われる。

// <0447> すべてを失うと消えることになる。
<0447> すべてを失うと消えることになる。

// <0448> 朱音
<0448> 朱音

// <0449> 『全ての魔物の消滅を確認したわ』
<0449> 『全ての魔物の消滅を確認したわ』

// <0450> 朱音の声が物見鳥を通じて響く。
<0450> 朱音の声が物見鳥を通じて響く。

// <0451> 俺が一頭。
<0451> 俺が一頭。

// <0452> 静流とルチアもそれぞれ一頭ずつ担当していたはず。
<0452> 静流とルチアもそれぞれ一頭ずつ担当していたはず。

// <0453> 瑚太朗
<0453> 瑚太朗

// <0454> 「会長、最後の一頭は誰のところに？」
<0454> 「会長、最後の一頭は誰のところに？」

// <0455> 朱音
<0455> 朱音

// <0456> 『静流が二頭を片づけたわ』
<0456> 『静流が二頭を片づけたわ』

// <0457> 瑚太朗
<0457> 瑚太朗

// <0458> 「…マジで？」
<0458> 「…マジで？」

// <0459> 男前すぎるなあいつ。
<0459> 男前すぎるなあいつ。

// <0460> 丘に戻る。
<0460> 丘に戻る。

// <0461> 小鳥
<0461> 小鳥

// <0462> 「暇だったよ」
<0462> 「暇だったよ」

// <0463> ちはや
<0463> ちはや

// <0464> 「一匹も来ませんでした」
<0464> 「一匹も来ませんでした」

// <0465> 瑚太朗
<0465> 瑚太朗

// <0466> 「超強かったんだぞ」
<0466> 「超強かったんだぞ」

// <0467> 静流
<0467> 静流

// <0468> 「片づいた」
<0468> 「片づいた」

// <0469> けろりとした顔で、静流たちが戻ってきた。
<0469> けろりとした顔で、静流たちが戻ってきた。

// <0470> 瑚太朗
<0470> 瑚太朗

// <0471> 「おまえ、すごいなやっぱり」
<0471> 「おまえ、すごいなやっぱり」

// <0472> 静流
<0472> 静流

// <0473> 「なんだか、この戦いは気分が良い…」
<0473> 「なんだか、この戦いは気分が良い…」

// <0474> ルチア
<0474> ルチア

// <0475> 「絶好調だったな」
<0475> 「絶好調だったな」

// <0476> 静流
<0476> 静流

// <0477> 「うむ」
<0477> 「うむ」

// <0478> バリバリだぜ、と腕を振るう。
<0478> バリバリだぜ、と腕を振るう。

// <0479> 静流
<0479> 静流

// <0480> 「なぜだろう…」
<0480> 「なぜだろう…」

// <0481> ルチア
<0481> ルチア

// <0482> 「なんだ静流。わからないのか」
<0482> 「なんだ静流。わからないのか」

// <0483> ルチア
<0483> ルチア

// <0484> 「仲間のための戦いだからだろう」
<0484> 「仲間のための戦いだからだろう」

// <0485> 静流
<0485> 静流

// <0486> 「なるほど…」
<0486> 「なるほど…」

// <0487> 静流
<0487> 静流

// <0488> 「………」
<0488> 「………」

// <0489> うむうむ、と何度も頷く。
<0489> うむうむ、と何度も頷く。

// <0490> 静流の戦いはいつも何か、影を背負ったものだった。
<0490> 静流の戦いはいつも何か、影を背負ったものだった。

// <0491> 純粋に相手に対し、力を存分に振るうこと。
<0491> 純粋に相手に対し、力を存分に振るうこと。

// <0492> そしてそれが他の誰かのためになる戦いは、おそらく初めてだろう。
<0492> そしてそれが他の誰かのためになる戦いは、おそらく初めてだろう。

// <0493> 朱音
<0493> 朱音

// <0494> 「ご苦労だったわ、皆」
<0494> 「ご苦労だったわ、皆」

// <0495> 朱音も無事、戻ってくる。
<0495> 朱音も無事、戻ってくる。

// <0496> 朱音
<0496> 朱音

// <0497> 「ごめんなさい。支援しようとしたけど、付け入る隙がなくて」
<0497> 「ごめんなさい。支援しようとしたけど、付け入る隙がなくて」

// <0498> 瑚太朗
<0498> 瑚太朗

// <0499> 「戦闘はこちらに任せてくれればいいすよ」
<0499> 「戦闘はこちらに任せてくれればいいすよ」

// <0500> 瑚太朗
<0500> 瑚太朗

// <0501> 「…強かったな。みんな無事で何よりだ」
<0501> 「…強かったな。みんな無事で何よりだ」

// <0502> ルチア
<0502> ルチア

// <0503> 「しかし、そうそうお目にかかることのないレベルの魔物だった」
<0503> 「しかし、そうそうお目にかかることのないレベルの魔物だった」

// <0504> 朱音
<0504> 朱音

// <0505> 「加島桜は、大量の化石標本を買い集めていたから…それを利用してるのね」
<0505> 「加島桜は、大量の化石標本を買い集めていたから…それを利用してるのね」

// <0506> 瑚太朗
<0506> 瑚太朗

// <0507> 「金かかってそう…」
<0507> 「金かかってそう…」

// <0508> 小鳥
<0508> 小鳥

// <0509> 「そんなのがぞろぞろ出てくるの？」
<0509> 「そんなのがぞろぞろ出てくるの？」

// <0510> 静流
<0510> 静流

// <0511> 「やれる」
<0511> 「やれる」

// <0512> ちはや
<0512> ちはや

// <0513> 「すごい自信ですねえ」
<0513> 「すごい自信ですねえ」

// <0514> 静流
<0514> 静流

// <0515> 「…これが本物だったらもっといけるはず」
<0515> 「…これが本物だったらもっといけるはず」

// <0516> 咲夜ＨＢの肩を叩く。
<0516> 咲夜ＨＢの肩を叩く。

// <0517> 大分頑張ったつもりだが、実際にやりあった人間から言わせると、評価は低いようだ。
<0517> 大分頑張ったつもりだが、実際にやりあった人間から言わせると、評価は低いようだ。

// <0518> 瑚太朗
<0518> 瑚太朗

// <0519> 「敵さんも、まさか百匹単位で操れるなんてことはないはずだが…」
<0519> 「敵さんも、まさか百匹単位で操れるなんてことはないはずだが…」

// <0520> 保証の限りではない。
<0520> 保証の限りではない。

// <0521> 朱音
<0521> 朱音

// <0522> 「拠点を変えるわけにはいかないの？」
<0522> 「拠点を変えるわけにはいかないの？」

// <0523> 瑚太朗
<0523> 瑚太朗

// <0524> 「うーん、篝が動かないから…無理っす」
<0524> 「うーん、篝が動かないから…無理っす」
